sidx,skey,sday,sclose,sopen,shigh,slow,svol,syest,splus,sallvol,scom,sfor,scoms
2038,20121108,2012-11-08,134000,135000,136000,132500,77309,135000,-1000,77309,5874,-6758,71435
2037,20121109,2012-11-09,132500,132000,133000,129000,127990,134000,-1500,127990,-21072,19998,107992
2036,20121112,2012-11-12,135500,133500,135500,132000,53637,132500,3000,53637,4958,5893,42786
2035,20121113,2012-11-13,144500,137500,146500,137000,348493,135500,9000,348493,77795,2344,268354
2034,20121114,2012-11-14,143500,144000,145500,141000,104540,144500,-1000,104540,-18438,30949,73591
2033,20121115,2012-11-15,139500,142500,143500,138500,105705,143500,-4000,105705,15269,-18016,90436
2032,20121116,2012-11-16,140000,137500,142000,137500,74136,139500,500,74136,11034,-2604,63102
2031,20121119,2012-11-19,140500,140000,143500,139000,71882,140000,500,71882,28694,-27356,43188
2030,20121120,2012-11-20,147500,142000,149000,140000,174120,140500,7000,174120,56028,-34125,118092
2029,20121121,2012-11-21,146500,147500,153000,146000,156419,147500,-1000,156419,25249,-22645,131170
2028,20121122,2012-11-22,149500,149500,152500,147500,89593,146500,3000,89593,16367,-11217,73226
2027,20121123,2012-11-23,151000,148500,152000,148500,70769,149500,1500,70769,4917,1575,64277
2026,20121126,2012-11-26,152000,151000,154000,150000,48270,151000,1000,48270,-444,7071,41199
2025,20121127,2012-11-27,151000,153000,153500,150000,80446,152000,-1000,80446,3379,4067,73000
2024,20121128,2012-11-28,149500,150000,151000,144500,105727,151000,-1500,105727,24805,-55456,80922
2023,20121129,2012-11-29,147500,149000,152000,147500,56494,149500,-2000,56494,5168,-10396,51326
2022,20121130,2012-11-30,150500,147000,152000,146500,102368,147500,3000,102368,5,82,102281
2021,20121203,2012-12-03,148000,149500,152500,147500,68453,150500,-2500,68453,20908,-22940,47545
2020,20121204,2012-12-04,146500,148000,150000,146500,159974,148000,-1500,159974,-12008,7308,152666
2019,20121205,2012-12-05,154000,148500,154000,148000,63529,146500,7500,63529,14919,-1869,48610
2018,20121206,2012-12-06,151500,152000,156000,151000,151045,154000,-2500,151045,7118,-9496,143927
2017,20121207,2012-12-07,156000,151500,158000,151000,80432,151500,4500,80432,-16468,21323,59109
2016,20121210,2012-12-10,157000,156000,159000,153000,103491,156000,1000,103491,-23213,21901,81590
2015,20121211,2012-12-11,159000,157500,159500,154000,76196,157000,2000,76196,-10736,21675,54521
2014,20121212,2012-12-12,160000,160000,161500,154000,99271,159000,1000,99271,2710,4022,92539
2013,20121213,2012-12-13,157000,157500,161000,155500,102819,160000,-3000,102819,-15965,11912,90907
2012,20121214,2012-12-14,158500,157000,159500,155500,43776,157000,1500,43776,-3176,10639,33137
2011,20121217,2012-12-17,157500,159500,159500,155000,40213,158500,-1000,40213,-4002,5224,34989
2010,20121218,2012-12-18,153500,156000,157500,153000,114197,157500,-4000,114197,-25695,10027,104170
2009,20121220,2012-12-20,155000,156000,156500,153500,68162,153500,1500,68162,-12382,13991,54171
2008,20121221,2012-12-21,154500,156500,156500,151000,70696,155000,-500,70696,-4024,7974,62722
2007,20121224,2012-12-24,156000,155500,157000,153500,41345,154500,1500,41345,7691,-1021,33654
2006,20121226,2012-12-26,156000,157000,158000,155500,40176,156000,0,40176,16961,-9132,23215
2005,20121227,2012-12-27,155500,157500,157500,154500,34252,156000,-500,34252,6409,-8080,27843
2004,20121228,2012-12-28,159000,156500,160000,155000,52642,155500,3500,52642,10452,4670,37520
2003,20130102,2013-01-02,160500,160500,162500,158500,50848,159000,1500,50848,5551,-1228,45297
2002,20130103,2013-01-03,162500,160000,164000,160000,91058,160500,2000,91058,803,240,90015
2001,20130104,2013-01-04,170500,164000,170500,162500,119223,162500,8000,119223,-16481,33786,85437
2000,20130107,2013-01-07,166000,168500,169000,165500,85279,170500,-4500,85279,-13944,10686,74593
1999,20130108,2013-01-08,164500,165000,166000,162000,91231,166000,-1500,91231,-38958,34341,56890
1998,20130109,2013-01-09,160000,164000,166000,159000,94658,164500,-4500,94658,-56052,39740,54918
1997,20130110,2013-01-10,161000,160000,164000,159500,78138,160000,1000,78138,-46494,44256,33882
1996,20130111,2013-01-11,161000,162500,163000,160000,60338,161000,0,60338,-30181,29522,30816
1995,20130114,2013-01-14,162500,159000,163000,159000,56051,161000,1500,56051,-17819,23084,32967
1994,20130115,2013-01-15,165000,161500,165000,161500,90839,162500,2500,90839,-22672,26358,64481
1993,20130116,2013-01-16,163500,164500,165500,162500,89675,165000,-1500,89675,-38230,40207,49468
1992,20130117,2013-01-17,164500,163000,166500,163000,99574,163500,1000,99574,-49050,49832,49742
1991,20130118,2013-01-18,169000,166000,169000,164000,92436,164500,4500,92436,-31674,45969,46467
1990,20130121,2013-01-21,165500,168500,168500,165000,97071,169000,-3500,97071,-68059,65904,31167
1989,20130122,2013-01-22,163000,165000,166000,161000,161063,165500,-2500,161063,-84389,77821,83242
1988,20130123,2013-01-23,161500,161500,164000,160000,140011,163000,-1500,140011,-87785,87003,53008
1987,20130124,2013-01-24,160500,161000,162500,159500,74222,161500,-1000,74222,-54498,53720,20502
1986,20130125,2013-01-25,159000,161500,161500,158000,112912,160500,-1500,112912,-33117,37761,75151
1985,20130128,2013-01-28,159500,161000,162000,156000,96652,159000,500,96652,-54413,59417,37235
1984,20130129,2013-01-29,163000,160500,164500,160500,90216,159500,3500,90216,-46557,50998,39218
1983,20130130,2013-01-30,159500,162000,164000,158500,119912,163000,-3500,119912,-63779,56333,63579
1982,20130131,2013-01-31,161500,160000,162000,158500,92621,159500,2000,92621,-30754,51858,40763
1981,20130201,2013-02-01,160000,161500,161500,158500,41684,161500,-1500,41684,-18280,14860,26824
1980,20130204,2013-02-04,158500,160000,161500,158000,85625,160000,-1500,85625,-45173,47009,38616
1979,20130205,2013-02-05,156000,158500,160500,156000,87484,158500,-2500,87484,-11605,4542,82942
1978,20130206,2013-02-06,151000,156500,157500,149500,163820,156000,-5000,163820,15722,-32862,148098
1977,20130207,2013-02-07,152500,150500,153500,150500,108385,151000,1500,108385,30165,-32118,78220
1976,20130208,2013-02-08,153000,153000,154000,151500,73498,152500,500,73498,16635,-15438,56863
1975,20130212,2013-02-12,150000,153500,153500,149500,35525,153000,-3000,35525,8042,252,27231
1974,20130213,2013-02-13,151500,150000,153500,150000,71593,150000,1500,71593,-16093,11578,60015
1973,20130214,2013-02-14,150000,151500,152500,149000,78201,151500,-1500,78201,-10592,-17847,78201
1972,20130215,2013-02-15,149000,149500,150500,148000,74874,150000,-1000,74874,-6678,-4754,74874
1971,20130218,2013-02-18,148000,149500,150000,148000,34839,149000,-1000,34839,-5479,2040,32799
1970,20130219,2013-02-19,146500,149000,149000,146000,73107,148000,-1500,73107,-9688,-12877,73107
1969,20130220,2013-02-20,147000,147000,148000,145500,91165,146500,500,91165,-1312,-9027,91165
1968,20130221,2013-02-21,150500,146500,150500,146500,72841,147000,3500,72841,14392,5222,53227
1967,20130222,2013-02-22,150500,150500,151000,148500,81632,150500,0,81632,1458,-5657,80174
1966,20130225,2013-02-25,148500,151000,151000,148000,48967,150500,-2000,48967,-9246,631,48336
1965,20130226,2013-02-26,151500,148000,152500,147000,64778,148500,3000,64778,25870,-5064,38908
1964,20130227,2013-02-27,150000,152000,152500,149500,54541,151500,-1500,54541,17808,-20389,36733
1963,20130228,2013-02-28,151000,151500,152500,149000,76653,150000,1000,76653,20586,-17581,56067
1962,20130304,2013-03-04,151500,150000,152500,150000,45393,151000,500,45393,3703,4618,37072
1961,20130305,2013-03-05,152000,153500,155000,151500,69468,151500,500,69468,11458,-12511,58010
1960,20130306,2013-03-06,151000,152000,153500,150500,42867,152000,-1000,42867,-10024,5712,37155
1959,20130307,2013-03-07,153000,151500,154000,149500,67988,151000,2000,67988,27861,-16077,40127
1958,20130308,2013-03-08,154000,152500,155500,152500,43932,153000,1000,43932,6915,6603,30414
1957,20130311,2013-03-11,157000,154000,158500,153500,75524,154000,3000,75524,17537,5574,52413
1956,20130312,2013-03-12,158500,158000,160000,156500,80618,157000,1500,80618,17362,-8347,63256
1955,20130313,2013-03-13,157500,157500,159000,156500,50324,158500,-1000,50324,1117,357,48850
1954,20130314,2013-03-14,161000,157500,161500,157000,81126,157500,3500,81126,-14292,19101,62025
1953,20130315,2013-03-15,159500,162000,162500,159000,120767,161000,-1500,120767,-12563,19598,101169
1952,20130318,2013-03-18,160000,159000,162000,158500,33851,159500,500,33851,-11600,12433,21418
1951,20130319,2013-03-19,159500,159500,162000,158000,44104,160000,-500,44104,8238,-4563,35866
1950,20130320,2013-03-20,154000,158500,159000,154000,63794,159500,-5500,63794,6894,-15782,56900
1949,20130321,2013-03-21,158000,155500,160000,154000,83733,154000,4000,83733,-40078,45478,38255
1948,20130322,2013-03-22,157000,157000,159500,156000,54095,158000,-1000,54095,-11705,14460,39635
1947,20130325,2013-03-25,158500,158000,162500,157000,156968,157000,1500,156968,7500,1094,148374
1946,20130326,2013-03-26,160000,158000,163500,158000,115882,158500,1500,115882,-30402,40547,75335
1945,20130327,2013-03-27,165500,161000,166500,160000,125004,160000,5500,125004,-27981,45888,79116
1944,20130328,2013-03-28,163000,165000,166500,163000,92604,165500,-2500,92604,16110,-14670,76494
1943,20130329,2013-03-29,166500,166500,169500,166000,95191,163000,3500,95191,-1941,19530,75661
1942,20130401,2013-04-01,164000,168500,169000,163000,51734,166500,-2500,51734,-8576,844,50890
1941,20130402,2013-04-02,162500,163500,166000,162000,84977,164000,-1500,84977,-5885,3957,81020
1940,20130403,2013-04-03,169000,164000,169000,163500,112810,162500,6500,112810,-2167,16018,96792
1939,20130404,2013-04-04,165000,167500,168000,163500,57715,169000,-4000,57715,10453,-16775,47262
1938,20130405,2013-04-05,164000,165000,165000,161500,39088,165000,-1000,39088,4098,-2989,34990
1937,20130408,2013-04-08,161500,165500,166500,160000,52867,164000,-2500,52867,6462,-7193,46405
1936,20130409,2013-04-09,163500,164000,164500,160500,85390,161500,2000,85390,1719,4756,78915
1935,20130410,2013-04-10,163000,167500,167500,160000,99990,163500,-500,99990,-15018,13860,86130
1934,20130411,2013-04-11,164000,165000,166000,159500,88091,163000,1000,88091,-20745,24985,63106
1933,20130412,2013-04-12,169500,163500,171500,163500,71752,164000,5500,71752,-1804,14299,57453
1932,20130415,2013-04-15,169000,167500,173000,167500,73427,169500,-500,73427,-6737,8939,64488
1931,20130416,2013-04-16,170500,168000,173000,166500,80162,169000,1500,80162,5407,-1054,74755
1930,20130417,2013-04-17,172000,170000,174000,170000,71891,170500,1500,71891,-10040,14505,57386
1929,20130418,2013-04-18,167000,171000,172500,167000,78493,172000,-5000,78493,-1993,-3320,78493
1928,20130419,2013-04-19,167000,166500,169500,165500,48480,167000,0,48480,3489,-6978,44991
1927,20130422,2013-04-22,164000,165000,166500,159500,116551,167000,-3000,116551,-10469,16148,100403
1926,20130423,2013-04-23,161500,163000,163500,160000,107252,164000,-2500,107252,-9739,-207,107252
1925,20130424,2013-04-24,166000,162500,168500,162500,129785,161500,4500,129785,5485,6152,118148
1924,20130425,2013-04-25,168500,169500,170000,167000,51764,166000,2500,51764,2274,566,48924
1923,20130426,2013-04-26,168500,167500,171500,167500,56135,168500,0,56135,-5836,983,55152
1922,20130429,2013-04-29,165000,170000,170000,164500,67754,168500,-3500,67754,6121,-11332,61633
1921,20130430,2013-04-30,160000,163000,164000,158500,166995,165000,-5000,166995,60722,-82482,106273
1920,20130502,2013-05-02,157000,159500,161500,157000,100496,160000,-3000,100496,23630,-43935,76866
1919,20130503,2013-05-03,162000,159000,163000,157500,162674,157000,5000,162674,4012,10282,148380
1918,20130506,2013-05-06,161500,164000,164000,161000,41275,162000,-500,41275,5788,-7239,35487
1917,20130507,2013-05-07,161500,162500,164500,161500,52479,161500,0,52479,9243,-6976,43236
1916,20130508,2013-05-08,162000,162000,163500,161000,35860,161500,500,35860,-595,-727,35860
1915,20130509,2013-05-09,166500,163000,167000,162000,52775,162000,4500,52775,-12825,22137,30638
1914,20130510,2013-05-10,162500,167000,167500,160000,71988,166500,-4000,71988,-15391,13952,58036
1913,20130513,2013-05-13,164000,161500,165000,161500,22020,162500,1500,22020,-6694,7620,14400
1912,20130514,2013-05-14,162500,166000,166000,161500,55453,164000,-1500,55453,-1075,-4754,55453
1911,20130515,2013-05-15,161500,163000,163500,160500,46518,162500,-1000,46518,-11530,13782,32736
1910,20130516,2013-05-16,164000,162000,164500,161500,62579,161500,2500,62579,-19503,27817,34762
1909,20130520,2013-05-20,168000,167000,169000,164500,103027,164000,4000,103027,-35565,50245,52782
1908,20130521,2013-05-21,168500,167000,169500,166000,62202,168000,500,62202,396,3965,57841
1907,20130522,2013-05-22,166500,168000,168000,165500,78512,168500,-2000,78512,-23592,18227,60285
1906,20130523,2013-05-23,163000,164500,167000,162000,64779,166500,-3500,64779,-6905,159,64620
1905,20130524,2013-05-24,160500,163500,164000,158500,76512,163000,-2500,76512,-25985,5449,71063
1904,20130527,2013-05-27,158500,161000,161000,156500,55313,160500,-2000,55313,-9213,-7047,55313
1903,20130528,2013-05-28,162000,158500,162500,158500,75653,158500,3500,75653,1702,9256,64695
1902,20130529,2013-05-29,160500,162500,163000,159500,52091,162000,-1500,52091,-18068,11386,40705
1901,20130530,2013-05-30,159500,160000,160500,159000,23755,160500,-1000,23755,-1170,-2050,23755
1900,20130531,2013-05-31,158000,159500,160000,156500,71149,159500,-1500,71149,-8791,-7405,71149
1899,20130603,2013-06-03,157000,157000,158500,154500,62245,158000,-1000,62245,6277,-10744,55968
1898,20130604,2013-06-04,158500,158500,158500,156000,39453,157000,1500,39453,-5760,5786,33667
1897,20130605,2013-06-05,156500,158000,158000,155000,41452,158500,-2000,41452,3248,-6922,38204
1896,20130607,2013-06-07,153500,155000,156500,152500,57292,156500,-3000,57292,9945,-11332,47347
1895,20130610,2013-06-10,157500,153000,158000,151500,63830,153500,4000,63830,14669,-7625,49161
1894,20130611,2013-06-11,155500,156500,157500,154500,91769,157500,-2000,91769,20017,-21227,71752
1893,20130612,2013-06-12,156500,156000,158000,155000,44612,155500,1000,44612,9369,-7256,35243
1892,20130613,2013-06-13,155000,156500,158500,154000,64250,156500,-1500,64250,6709,-4196,57541
1891,20130614,2013-06-14,153000,156500,157000,153000,112644,155000,-2000,112644,9954,-14828,102690
1890,20130617,2013-06-17,153500,153000,154500,151500,189276,153000,500,189276,801,2246,186229
1889,20130618,2013-06-18,156500,154000,156500,151500,62689,153500,3000,62689,-16100,17899,44790
1888,20130619,2013-06-19,159500,157000,161000,155000,79096,156500,3000,79096,-14543,29279,49817
1887,20130620,2013-06-20,154500,160000,160000,152500,78980,159500,-5000,78980,5210,-9594,73770
1886,20130621,2013-06-21,152500,152000,154000,147500,72624,154500,-2000,72624,20770,-17613,51854
1885,20130624,2013-06-24,149000,151000,152500,147500,44396,152500,-3500,44396,9097,-12560,35299
1884,20130625,2013-06-25,148500,150000,152500,146000,48002,149000,-500,48002,6869,-2533,41133
1883,20130626,2013-06-26,150000,150000,152500,147000,60870,148500,1500,60870,-23036,24599,36271
1882,20130627,2013-06-27,152500,151500,153500,150500,64243,150000,2500,64243,-7526,8937,55306
1881,20130628,2013-06-28,150000,151000,153500,149000,91730,152500,-2500,91730,13743,-25005,77987
1880,20130701,2013-07-01,149500,149000,151500,147500,81446,150000,-500,81446,-3378,-14701,81446
1879,20130702,2013-07-02,152000,151000,153500,150000,71007,149500,2500,71007,-10886,23939,47068
1878,20130703,2013-07-03,152500,152500,155500,151000,49219,152000,500,49219,10793,-5917,38426
1877,20130704,2013-07-04,154000,152500,155500,152500,45948,152500,1500,45948,2239,8673,35036
1876,20130705,2013-07-05,158500,156500,159000,155000,75988,154000,4500,75988,4145,4805,67038
1875,20130708,2013-07-08,157000,158500,159500,154500,38515,158500,-1500,38515,-4968,5184,33331
1874,20130709,2013-07-09,159000,159000,160000,157000,50565,157000,2000,50565,-12112,17951,32614
1873,20130710,2013-07-10,159000,161000,162000,157000,51785,159000,0,51785,-20203,24256,27529
1872,20130711,2013-07-11,159000,162000,162000,157500,32529,159000,0,32529,-10580,10483,22046
1871,20130712,2013-07-12,159000,159000,160500,157500,43670,159000,0,43670,-3092,3187,40483
1870,20130715,2013-07-15,158000,158500,159000,156500,24927,159000,-1000,24927,-9278,7163,17764
1869,20130716,2013-07-16,156000,158000,158500,155000,42107,158000,-2000,42107,-10164,5292,36815
1868,20130717,2013-07-17,156500,155500,157500,154500,60883,156000,500,60883,-3173,-999,60883
1867,20130718,2013-07-18,157500,155500,158000,155000,32214,156500,1000,32214,-12982,14494,17720
1866,20130719,2013-07-19,155500,156000,157000,154500,33780,157500,-2000,33780,-13883,8846,24934
1865,20130722,2013-07-22,154500,155500,156500,153500,39045,155500,-1000,39045,-6079,549,38496
