상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 8, (정리)",127.2987062,36.60021824
Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1174, (동교리)",127.2063975,36.6796024
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611035000,장군면,"세종특별자치시 장군면 장척로 565, (봉안리)",127.2205189,36.49940985
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611035000,장군면,"세종특별자치시 장군면 장척로 419, (도계리)",127.2066786,36.49820112
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 안금로 533-6, (감성리)",127.2879463,36.44019722
R,학문/교육,R08,유아교육,R08A05,블럭놀이방,Q87210,보육시설 운영업,3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2588522,36.50746771
D,소매,D14,운동/경기용품소매,D14A08,등산용품판매,G47631,운동 및 경기용품 소매업,3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2588522,36.50746771
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 61-1, (죽림리)",127.2973172,36.59438826
N,관광/여가/오락,N08,경마/경륜/성인오락,N08A01,게임룸,R91249,기타 갬블링 및 베팅업,3611035000,장군면,"세종특별자치시 장군면 장척로 565, (봉안리)",127.2205189,36.49940985
L,부동산,L03,분양,L03A04,건물분양-종합,,,3611038000,전동면,"세종특별자치시 전동면 덕용골길 49, (심중리)",127.2827159,36.66011605
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611036000,연서면,"세종특별자치시 연서면 세종로 1931, (봉암리)",127.2837977,36.56132352
L,부동산,L03,분양,L03A04,건물분양-종합,,,3611051500,새롬동,"세종특별자치시 한누리대로 169, (나성동)",127.2618123,36.48023315
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611051000,한솔동,"세종특별자치시 금송로 687, (가람동)",127.2509879,36.47089212
Q,음식,Q01,한식,Q01A11,두부요리전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 21, (원리)",127.2994299,36.6005289
F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,3611034000,금남면,"세종특별자치시 금남면 용포로 27, (용포리)",127.2802711,36.46086142
F,생활서비스,F03,개인/가정용품수리,F03A08,옷수선,S95391,"신발, 의복 및 기타 가정용 직물제품 수리업",3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 22-13, (정리, 풍산아파트)",127.3003532,36.59854266
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611034000,금남면,"세종특별자치시 금남면 용포로 85-2, (용포리)",127.2813358,36.46638334
Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 4-5, (봉안리)",127.2216023,36.49934483
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 149, (침산리)",127.2946573,36.60175343
D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1183, (읍내리)",127.2055528,36.67904704
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611034000,금남면,"세종특별자치시 금남면 용포로 94-1, (용포리)",127.2818096,36.46703507
D,소매,D25,기타판매업,D25A11,성인용품판매,G47859,그외 기타 분류안된 상품 전문 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 35, (번암리)",127.2953217,36.58523822
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 8, (정리)",127.2987062,36.60021824
D,소매,D07,가정/주방/인테리어,D07A02,주방용품,G47592,식탁 및 주방용품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 비로봉길 2, (번암리)",127.2962249,36.58545084
F,생활서비스,F14,자동차/이륜차,F14A03,오토바이판매/수리,,,3611034000,금남면,"세종특별자치시 금남면 용포로 87-5, (용포리)",127.280989,36.46648038
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 용포로 85-2, (용포리)",127.2813358,36.46638334
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 도장말길 30, (죽림리, 조치원신동아파밀리에)",127.2974675,36.59014445
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안2길 30, (명리)",127.3024979,36.59991605
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,3611034000,금남면,"세종특별자치시 금남면 용포로 45, (용포리)",127.280343,36.4627364
F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 127, (교리)",127.2976171,36.60323086
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611034000,금남면,"세종특별자치시 금남면 용포2길 57-1, (용포리)",127.2785905,36.4640326
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복길 4, (침산리)",127.2901856,36.60306067
D,소매,D14,운동/경기용품소매,D14A05,낚시용품판매,G47631,운동 및 경기용품 소매업,3611034000,금남면,"세종특별자치시 금남면 용포로 45, (용포리)",127.280343,36.4627364
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611031000,연기면,"세종특별자치시 연기면 당산로 143-1, (연기리)",127.2782402,36.54628482
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 18-9, (정리)",127.3008992,36.59996076
D,소매,D10,건강/미용식품,D10A04,건강식품판매,G47216,건강보조식품 소매업,3611037000,전의면,"세종특별자치시 전의면 장터길 14, (읍내리)",127.2052777,36.67860363
F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 127, (교리)",127.2976171,36.60323086
F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,3611037000,전의면,"세종특별자치시 전의면 장터길 14, (읍내리)",127.2052777,36.67860363
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611034000,금남면,"세종특별자치시 금남면 용포로 106, (용포리)",127.2820127,36.4680006
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611034000,금남면,"세종특별자치시 금남면 용포로 89, (용포리)",127.2814341,36.46661825
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 장터길 14, (읍내리)",127.2052777,36.67860363
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 당산로 283, (봉암리)",127.2781267,36.55848656
F,생활서비스,F11,개인서비스,F11A01,탐정/경호,,,3611051500,새롬동,"세종특별자치시 한누리대로 169, (나성동)",127.2618123,36.48023315
Q,음식,Q03,일식/수산물,Q03A06,아구전문,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 106, (용포리)",127.2820127,36.4680006
F,생활서비스,F03,개인/가정용품수리,F03A16,농기구수리,S95399,그외 기타 개인 및 가정용품 수리업,3611036000,연서면,"세종특별자치시 연서면 당산로 494, (월하리)",127.2909411,36.57424453
Q,음식,Q01,한식,Q01A10,쌈밥전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복5길 31-6, (침산리)",127.2933609,36.60541366
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 세종로 2085, (월하리)",127.290467,36.57354778
F,생활서비스,F06,사진,F06A01,사진관,M73301,인물사진 및 행사용비디오 촬영업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 28, (죽림리)",127.2990302,36.59158657
N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 71, (명리)",127.302398,36.59984337
R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 133, (교리)",127.2973329,36.60375189
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 31, (죽림리)",127.2983562,36.59197013
D,소매,D24,중고품소매/교환,D24A03,중고가전가구,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내6길 9, (정리)",127.2989561,36.59854346
D,소매,D01,음/식료품소매,D01A03,정육점,G47212,육류 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 13-2, (원리)",127.2996844,36.60080977
Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 보람길 7, (원리)",127.2966011,36.60063841
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611036000,연서면,"세종특별자치시 연서면 세종로 2141, (월하리)",127.2919982,36.57838736
Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원로 24-1, (원리)",127.2993246,36.60105098
D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,G47312,통신기기 소매업,3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2588522,36.50746771
Q,음식,Q12,커피점/카페,Q12A06,전통찻집/인삼찻집,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 당산로 364, (봉암리)",127.2835056,36.56392627
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 69, (죽림리)",127.2967199,36.59494348
D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복길 25, (침산리)",127.2924387,36.60358775
D,소매,D21,철물/난방/건설자재소매,D21A07,열쇠판매/수리,G47511,철물 및 난방용구 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 32, (정리)",127.3013666,36.59895415
Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 18, (정리)",127.2994301,36.59926721
F,생활서비스,F02,세탁/가사서비스,F02A04,방앗간/정미소,,,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 13-2, (원리)",127.2996844,36.60080977
Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복12길 13, (침산리)",127.2940461,36.60382258
F,생활서비스,F15,주택수리,F15A02,미장타일도배도장,,,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 25-1, (죽림리)",127.2985726,36.5915208
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A08,전자오락실,R91221,전자 게임장 운영업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 122, (교리)",127.2981568,36.60287356
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611031000,연기면,"세종특별자치시 연기면 세종로 1785, (연기리)",127.2756807,36.5500544
F,생활서비스,F18,장례/묘지,F18A02,묘지관리-종합,S96922,"화장, 묘지분양 및 관리업",3611037000,전의면,"세종특별자치시 전의면 운주산로 1184, (읍내리)",127.2055603,36.67940757
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 226, (원리)",127.2970613,36.60165949
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복8길 2, (침산리)",127.2912916,36.60313033
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 장척로 513, (봉안리)",127.2159652,36.50045247
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 43, (죽림리)",127.298045,36.59300468
F,생활서비스,F03,개인/가정용품수리,F03A08,옷수선,S95391,"신발, 의복 및 기타 가정용 직물제품 수리업",3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2588522,36.50746771
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 83, (명리)",127.3030679,36.59991939
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 13-5, (번암리)",127.2933164,36.5833248
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 19, (원리)",127.2992388,36.60064494
Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 장안길 7, (정리)",127.3003819,36.6003182
F,생활서비스,F14,자동차/이륜차,F14A07,주차장운영,H52915,주차장 운영업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 97, (원리)",127.2980452,36.60039459
