계약년월,계약일,시군구,도로조건,계약면적(㎡),전월세구분,보증금(만원),월세(만원),건축년도
201711,24,세종특별자치시 장군면 봉안리,-,20,전세,"3,500",0,
201710,24,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2014
201705,27,세종특별자치시 장군면 봉안리,-,20,전세,"3,500",0,2014
201706,30,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2014
201712,30,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2013
201701,2,세종특별자치시 장군면 봉안리,8m미만,21,전세,"3,000",0,2012
201701,18,세종특별자치시 장군면 봉안리,8m미만,21,전세,"3,500",0,2014
201703,14,세종특별자치시 장군면 봉안리,8m미만,21.98,전세,"3,500",0,2015
201702,20,세종특별자치시 장군면 봉안리,8m미만,22,월세,70,27,2014
201708,23,세종특별자치시 장군면 봉안리,8m미만,22,월세,"1,000",22,2013
201709,28,세종특별자치시 장군면 봉안리,-,22,월세,200,30,2017
201712,16,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2017
201711,18,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2017
201708,30,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2017
201705,22,세종특별자치시 장군면 봉안리,8m미만,22.79,월세,200,32,2015
201709,16,세종특별자치시 장군면 봉안리,-,23,월세,100,32,2017
201712,1,세종특별자치시 장군면 봉안리,8m미만,23,전세,"4,000",0,2017
201706,16,세종특별자치시 장군면 봉안리,8m미만,23,전세,"4,000",0,
201702,9,세종특별자치시 장군면 봉안리,8m미만,23.1,전세,"3,500",0,2014
201701,23,세종특별자치시 장군면 봉안리,-,23.1,전세,"3,000",0,2013
201701,24,세종특별자치시 장군면 봉안리,8m미만,24,전세,"4,200",0,2014
201704,1,세종특별자치시 장군면 봉안리,8m미만,25,월세,300,27,2013
201702,5,세종특별자치시 장군면 봉안리,8m미만,25,월세,"2,000",11,2014
201708,13,세종특별자치시 장군면 봉안리,8m미만,25,월세,500,30,2017
201708,16,세종특별자치시 장군면 봉안리,8m미만,25,월세,500,32,2015
201701,2,세종특별자치시 장군면 봉안리,-,25,전세,"3,000",0,2012
201709,6,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2013
201702,6,세종특별자치시 장군면 봉안리,-,25,전세,"3,800",0,2014
201706,7,세종특별자치시 장군면 봉안리,8m미만,25,전세,"4,000",0,2014
201702,13,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,000",0,2013
201712,17,세종특별자치시 장군면 봉안리,12m미만,25,전세,"3,500",0,2012
201711,21,세종특별자치시 장군면 봉안리,8m미만,25,전세,"4,000",0,2013
201701,25,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2014
201711,26,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,800",0,2014
201708,26,세종특별자치시 장군면 봉안리,12m미만,25,전세,"4,000",0,2012
201707,27,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2017
201702,27,세종특별자치시 장군면 봉안리,12m미만,25,전세,"3,500",0,2012
201706,10,세종특별자치시 장군면 봉안리,-,26,전세,"3,300",0,2014
201704,26,세종특별자치시 장군면 봉안리,8m미만,26.44,월세,100,29,2013
201704,8,세종특별자치시 장군면 봉안리,12m미만,27,월세,"3,000",10,2012
201703,12,세종특별자치시 장군면 봉안리,8m미만,28,월세,"2,000",10,2013
201701,2,세종특별자치시 장군면 봉안리,-,28,전세,"3,000",0,2012
201703,3,세종특별자치시 장군면 봉안리,8m미만,28,전세,"3,000",0,2014
201708,5,세종특별자치시 장군면 봉안리,8m미만,28,전세,"4,000",0,2014
201702,9,세종특별자치시 장군면 봉안리,8m미만,28,전세,"3,000",0,2014
201707,12,세종특별자치시 장군면 봉안리,8m미만,28,전세,"4,300",0,2017
201712,14,세종특별자치시 장군면 봉안리,8m미만,28,전세,"3,500",0,2013
201712,26,세종특별자치시 장군면 봉안리,8m미만,28,전세,"3,500",0,2013
201705,27,세종특별자치시 장군면 봉안리,8m미만,30,월세,200,35,2016
201703,5,세종특별자치시 장군면 봉안리,8m미만,30,전세,"4,500",0,2014
201709,8,세종특별자치시 장군면 봉안리,12m미만,30,전세,"3,500",0,2012
201702,16,세종특별자치시 장군면 봉안리,-,30,전세,"4,000",0,2012
201707,18,세종특별자치시 장군면 봉안리,8m미만,30,전세,"4,500",0,2017
201705,1,세종특별자치시 장군면 봉안리,8m미만,32,월세,"2,000",20,2013
201711,8,세종특별자치시 장군면 봉안리,8m미만,32,월세,100,35,2016
201701,12,세종특별자치시 장군면 봉안리,12m미만,32,전세,"4,000",0,2012
201706,16,세종특별자치시 장군면 봉안리,8m미만,32,전세,"4,000",0,2013
201701,21,세종특별자치시 장군면 봉안리,12m미만,32,전세,"4,000",0,2012
201701,22,세종특별자치시 장군면 봉안리,8m미만,32,전세,"4,500",0,2014
201702,25,세종특별자치시 장군면 봉안리,12m미만,32,전세,"4,000",0,2012
201704,5,세종특별자치시 장군면 봉안리,12m미만,33,전세,"4,000",0,2012
201701,24,세종특별자치시 장군면 봉안리,8m미만,35,월세,200,42,2013
201702,6,세종특별자치시 장군면 봉안리,8m미만,39.3,전세,"4,000",0,2014
201702,8,세종특별자치시 장군면 봉안리,8m미만,40,월세,200,62,2014
201704,12,세종특별자치시 장군면 봉안리,8m미만,40,월세,100,40,2013
201702,4,세종특별자치시 장군면 봉안리,8m미만,40,전세,"4,500",0,2014
201705,4,세종특별자치시 장군면 봉안리,8m미만,40,전세,"5,500",0,2014
201711,6,세종특별자치시 장군면 봉안리,8m미만,40,전세,"4,300",0,2014
201712,6,세종특별자치시 장군면 봉안리,8m미만,40,전세,"5,000",0,2017
201703,22,세종특별자치시 장군면 봉안리,8m미만,40,전세,"5,000",0,2013
201707,13,세종특별자치시 장군면 봉안리,8m미만,42,월세,500,40,2017
201702,17,세종특별자치시 장군면 봉안리,-,42,월세,"3,000",16,2013
201702,24,세종특별자치시 장군면 봉안리,8m미만,42,월세,"1,500",25,2014
201707,21,세종특별자치시 장군면 봉안리,8m미만,42,전세,"5,000",0,2017
201708,25,세종특별자치시 장군면 봉안리,-,42,전세,"6,000",0,2017
201710,30,세종특별자치시 장군면 봉안리,8m미만,42,전세,"5,000",0,2013
201702,7,세종특별자치시 장군면 봉안리,8m미만,42.9,전세,"4,500",0,2013
201710,31,세종특별자치시 장군면 봉안리,8m미만,45,전세,"5,000",0,2014
201708,31,세종특별자치시 장군면 봉안리,8m미만,49.5,전세,"4,000",0,2014
201701,12,세종특별자치시 장군면 봉안리,-,50,전세,"6,500",0,2014
201709,27,세종특별자치시 장군면 봉안리,-,50,전세,"7,500",0,2017
201712,18,세종특별자치시 장군면 봉안리,-,52,월세,"4,000",35,2017
201702,15,세종특별자치시 장군면 봉안리,-,52.89,전세,"6,500",0,2014
201708,26,세종특별자치시 장군면 봉안리,8m미만,53,전세,"6,000",0,2014
201708,11,세종특별자치시 장군면 봉안리,8m미만,55,월세,"3,000",38,2013
201708,3,세종특별자치시 장군면 봉안리,8m미만,55,전세,"8,000",0,2014
201711,6,세종특별자치시 장군면 봉안리,8m미만,55,전세,"8,000",0,2014
201704,15,세종특별자치시 장군면 봉안리,-,55,전세,"7,500",0,2014
201704,20,세종특별자치시 장군면 봉안리,-,55,전세,"7,000",0,2014
201705,27,세종특별자치시 장군면 봉안리,8m미만,55,전세,"7,000",0,2014
201701,22,세종특별자치시 장군면 봉안리,8m미만,60,월세,"4,000",25,2016
201704,3,세종특별자치시 장군면 봉안리,8m미만,60,전세,"7,500",0,2014
201702,15,세종특별자치시 장군면 봉안리,8m미만,60,전세,"7,000",0,2013
201701,5,세종특별자치시 장군면 봉안리,-,67.77,전세,"10,000",0,2012
201709,7,세종특별자치시 장군면 봉안리,8m미만,82,전세,"10,000",0,2013
201709,18,세종특별자치시 장군면 봉안리,8m미만,110,전세,"12,000",0,2017
201705,10,세종특별자치시 장군면 산학리,8m미만,91.5,전세,"9,000",0,2004
201704,2,세종특별자치시 장군면 용암리,-,90.68,월세,"1,000",35,2000
201705,2,세종특별자치시 장군면 은용리,12m미만,20,월세,"1,000",20,2013
201705,2,세종특별자치시 장군면 은용리,8m미만,20,월세,"3,000",10,2013
201702,6,세종특별자치시 장군면 은용리,8m미만,20,월세,"1,000",45,2013
201709,21,세종특별자치시 장군면 은용리,8m미만,20,월세,100,30,2013
201712,6,세종특별자치시 장군면 은용리,8m미만,20,전세,"2,000",0,2013
201702,16,세종특별자치시 장군면 은용리,8m미만,20,전세,"4,000",0,2013
201702,18,세종특별자치시 장군면 은용리,8m미만,20,전세,"4,500",0,2014
201709,20,세종특별자치시 장군면 은용리,-,20,전세,"2,000",0,
201712,2,세종특별자치시 장군면 은용리,12m미만,25,전세,"3,000",0,2013
201702,22,세종특별자치시 장군면 은용리,8m미만,26,월세,50,27,2013
201702,3,세종특별자치시 장군면 은용리,12m미만,26.4,월세,"2,000",10,2013
201709,17,세종특별자치시 장군면 은용리,12m미만,28,전세,"3,000",0,2013
201702,21,세종특별자치시 장군면 은용리,12m미만,28,전세,"2,800",0,2013
201703,23,세종특별자치시 장군면 은용리,12m미만,29.75,전세,"3,000",0,2013
201710,16,세종특별자치시 장군면 은용리,8m미만,30,전세,"4,000",0,2013
201711,28,세종특별자치시 장군면 은용리,-,59,전세,"6,000",0,2013
201704,29,세종특별자치시 장군면 평기리,8m미만,87.24,전세,"10,000",0,2016
201711,2,세종특별자치시 장군면 하봉리,8m미만,20,전세,"3,500",0,2017
201709,30,세종특별자치시 장군면 하봉리,8m미만,20,전세,"3,400",0,2014
201704,18,세종특별자치시 장군면 하봉리,8m미만,25,전세,"2,500",0,2012
201707,25,세종특별자치시 전동면 노장리,8m미만,26.45,월세,30,17,1978
201707,3,세종특별자치시 전동면 석곡리,-,50,전세,"1,500",0,1938
201708,4,세종특별자치시 전동면 석곡리,-,60.17,전세,"1,500",0,1938
201701,4,세종특별자치시 전동면 송성리,8m미만,23,월세,100,20,2005
201712,21,세종특별자치시 전의면 동교리,8m미만,98.33,전세,"3,500",0,2002
201710,20,세종특별자치시 전의면 신흥리,8m미만,99,월세,800,30,2005
201710,20,세종특별자치시 전의면 유천리,8m미만,37.39,월세,0,20,
201712,11,세종특별자치시 전의면 읍내리,8m미만,13.2,월세,300,25,1985
201707,27,세종특별자치시 전의면 읍내리,-,33.18,전세,"6,500",0,2017
201706,5,세종특별자치시 전의면 읍내리,8m미만,39.7,월세,200,27,2007
201708,8,세종특별자치시 전의면 읍내리,12m미만,41.65,월세,0,15,1925
201708,10,세종특별자치시 전의면 읍내리,8m미만,50,전세,"5,000",0,2017
201704,6,세종특별자치시 전의면 읍내리,12m미만,56.61,전세,"5,000",0,2005
201702,7,세종특별자치시 조치원읍 교리,8m미만,12,월세,"1,500",20,2013
201709,18,세종특별자치시 조치원읍 교리,25m미만,16.52,월세,600,15,1981
201702,6,세종특별자치시 조치원읍 교리,25m미만,25,월세,200,30,2014
201708,20,세종특별자치시 조치원읍 교리,8m미만,25,월세,300,30,2014
201708,29,세종특별자치시 조치원읍 교리,25m미만,25,월세,"1,000",30,2017
201712,12,세종특별자치시 조치원읍 교리,25m미만,25,전세,"4,500",0,2017
201712,12,세종특별자치시 조치원읍 교리,25m미만,25,전세,"4,500",0,2017
201707,14,세종특별자치시 조치원읍 교리,25m미만,25,전세,"4,300",0,2017
201706,19,세종특별자치시 조치원읍 교리,-,25,전세,"4,000",0,2017
201712,26,세종특별자치시 조치원읍 교리,8m미만,25,전세,"5,000",0,2017
201712,26,세종특별자치시 조치원읍 교리,8m미만,25,전세,"11,000",0,2017
201708,10,세종특별자치시 조치원읍 교리,12m미만,29.7,월세,200,20,1977
201709,13,세종특별자치시 조치원읍 교리,8m미만,30,월세,300,32,2017
201703,20,세종특별자치시 조치원읍 교리,8m미만,30,월세,300,30,2014
201707,31,세종특별자치시 조치원읍 교리,25m미만,30,전세,"4,500",0,2017
201708,29,세종특별자치시 조치원읍 교리,12m미만,35,전세,"6,000",0,2017
201709,30,세종특별자치시 조치원읍 교리,25m미만,40,월세,300,45,2014
201708,30,세종특별자치시 조치원읍 교리,25m미만,40,월세,"2,000",35,2017
201712,15,세종특별자치시 조치원읍 교리,25m미만,40,전세,"5,000",0,2013
201704,27,세종특별자치시 조치원읍 교리,8m미만,40,전세,"4,000",0,1977
201707,27,세종특별자치시 조치원읍 교리,25m미만,40,전세,"5,500",0,2017
201707,28,세종특별자치시 조치원읍 교리,8m미만,40,전세,"6,000",0,2017
201704,3,세종특별자치시 조치원읍 교리,25m미만,43,월세,"4,000",30,2017
201707,14,세종특별자치시 조치원읍 교리,25m미만,45,전세,"5,500",0,2017
201708,18,세종특별자치시 조치원읍 교리,25m미만,45,전세,"5,500",0,2017
201707,10,세종특별자치시 조치원읍 교리,25m미만,46,전세,"6,500",0,2015
201709,19,세종특별자치시 조치원읍 교리,-,46,전세,"6,500",0,2015
201701,10,세종특별자치시 조치원읍 교리,8m미만,47.62,월세,500,35,1981
201704,1,세종특별자치시 조치원읍 교리,12m미만,49.5,전세,"7,500",0,2014
201702,1,세종특별자치시 조치원읍 교리,25m미만,50,월세,"2,000",30,2015
201708,29,세종특별자치시 조치원읍 교리,12m미만,50,전세,"8,700",0,2017
201710,30,세종특별자치시 조치원읍 교리,-,50,전세,"9,000",0,2017
201708,29,세종특별자치시 조치원읍 교리,12m미만,55,전세,"8,700",0,2017
201704,12,세종특별자치시 조치원읍 교리,8m미만,60,월세,"5,000",45,2014
201707,19,세종특별자치시 조치원읍 교리,25m미만,60,월세,400,47,2015
201707,21,세종특별자치시 조치원읍 교리,8m미만,60,전세,"8,000",0,2017
201711,6,세종특별자치시 조치원읍 교리,-,75,전세,"13,500",0,2018
201712,27,세종특별자치시 조치원읍 교리,12m미만,105.6,전세,"6,000",0,1991
201712,1,세종특별자치시 조치원읍 교리,-,115,전세,"3,200",0,2013
201702,10,세종특별자치시 조치원읍 교리,8m미만,115,전세,"12,000",0,2013
201708,4,세종특별자치시 조치원읍 남리,12m미만,20,전세,"4,000",0,2014
201709,5,세종특별자치시 조치원읍 남리,12m미만,20,전세,"4,000",0,2013
201711,6,세종특별자치시 조치원읍 남리,12m미만,20,전세,"2,000",0,2014
201702,17,세종특별자치시 조치원읍 남리,12m미만,20,전세,"4,000",0,2013
201706,27,세종특별자치시 조치원읍 남리,12m미만,20,전세,"4,000",0,2014
201708,29,세종특별자치시 조치원읍 남리,12m미만,20,전세,"4,000",0,2013
201704,14,세종특별자치시 조치원읍 남리,12m미만,21.04,월세,"1,500",13,
201704,20,세종특별자치시 조치원읍 남리,12m미만,21.04,전세,"2,500",0,
201704,27,세종특별자치시 조치원읍 남리,12m미만,24.93,전세,"3,000",0,2013
201708,31,세종특별자치시 조치원읍 남리,12m미만,24.93,전세,"3,000",0,2013
