시군구,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
세종특별자치시 부강면 노호리,대,계획관리지역,-,201801,11,519,"2,200", ,
세종특별자치시 전의면 노곡리,임야,농림지역,-,201801,11,661.16,"2,280",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,11,330,"2,290",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,201801,11,661,"2,356",지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,661,"2,500",지분,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201801,11,330,"2,890",지분,
세종특별자치시 금남면 부용리,임야,농림지역,8m미만,201801,11,330.58,"2,890",지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,495,"2,925",지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,1818.2,"2,970",지분,
세종특별자치시 조치원읍 신안리,답,계획관리지역,-,201801,11,562,"25,000", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,11,661,"3,560",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,11,528,"3,664",지분,
세종특별자치시 연서면 부동리,대,계획관리지역,8m미만,201801,11,288,"3,670", ,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,11,991.74,"3,870",지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,198.35,324,지분,
세종특별자치시 금남면 달전리,임야,개발제한구역,8m미만,201801,11,667,"4,000", ,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201801,11,495,"4,335",지분,
세종특별자치시 전동면 보덕리,전,계획관리지역,8m미만,201801,11,232,"4,400", ,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,836,"4,934",지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201801,11,165.29,415,지분,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201801,11,165,495,지분,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201801,11,661,"5,780",지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,99,502,지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,330.58,540,지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,99,585,지분,
세종특별자치시 전의면 유천리,임야,농림지역,-,201801,11,1654,"6,588",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,201801,11,165,608,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,201801,11,165,614,지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,99,615,지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,201801,11,165,620,지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,11,1322,"7,120",지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,198,750,지분,
세종특별자치시 부강면 노호리,묘지,보전관리지역,-,201801,11,635,800, ,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,11,495.87,810,지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201801,11,331,830,지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,165,880,지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,165,975,지분,
세종특별자치시 전의면 유천리,임야,농림지역,8m미만,201801,11,165,985,지분,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,12,265,"1,032",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,120,"1,080",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201801,12,331,"1,190",지분,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,12,330,"1,290",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,222,"1,567",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,200,"1,800",지분,
세종특별자치시 연서면 와촌리,전,생산관리지역,-,201801,12,1779,"10,000", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,1190,"10,710",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,1027,"12,324",지분,
세종특별자치시 연서면 와촌리,전,계획관리지역,8m미만,201801,12,902,"17,745", ,
세종특별자치시 연서면 쌍전리,과수원,자연녹지지역,-,201801,12,1289,"18,046", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,2700,"19,062",지분,
세종특별자치시 연기면 눌왕리,답,농림지역,8m미만,201801,12,34,"2,000", ,
세종특별자치시 전동면 보덕리,임야,농림지역,-,201801,12,661,"2,100",지분,
세종특별자치시 장군면 하봉리,임야,보전관리지역,-,201801,12,5847,"23,000", ,
세종특별자치시 연서면 쌍전리,과수원,자연녹지지역,8m미만,201801,12,1663,"23,282", ,
세종특별자치시 연서면 쌍전리,답,자연녹지지역,8m미만,201801,12,1722,"24,024", ,
세종특별자치시 연서면 와촌리,전,계획관리지역,8m미만,201801,12,1517,"29,835", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,4750,"33,535",지분,
세종특별자치시 연서면 쌍전리,과수원,자연녹지지역,-,201801,12,2069,"35,587", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,4229,"38,061",지분,
세종특별자치시 연서면 쌍전리,대,자연녹지지역,8m미만,201801,12,200,"4,200", ,
세종특별자치시 연동면 예양리,답,계획관리지역,8m미만,201801,12,2549,"49,500", ,
세종특별자치시 연서면 쌍전리,전,자연녹지지역,-,201801,12,3898,"50,674", ,
세종특별자치시 전동면 보덕리,임야,농림지역,-,201801,12,165,525,지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,4360,"54,936",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,6659,"59,931",지분,
세종특별자치시 전의면 원성리,대,계획관리지역,8m미만,201801,12,308,"6,000", ,
세종특별자치시 연서면 쌍전리,과수원,자연녹지지역,8m미만,201801,12,373,"6,341",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,710,"6,390",지분,
세종특별자치시 연서면 고복리,도로,보전관리지역,8m미만,201801,12,13.22,60,지분,
세종특별자치시 연서면 월하리,전,농림지역,8m미만,201801,12,3716,"67,000", ,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,5790,"69,480",지분,
세종특별자치시 전의면 달전리,답,생산관리지역,8m미만,201801,12,994,"7,500", ,
세종특별자치시 연서면 쌍전리,과수원,자연녹지지역,8m미만,201801,12,5121,"87,057",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,1360,"9,602",지분,
세종특별자치시 연서면 쌍전리,임야,자연녹지지역,-,201801,12,770,"9,702",지분,
세종특별자치시 연서면 쌍전리,대,자연녹지지역,-,201801,12,813,"9,756", ,
세종특별자치시 연서면 고복리,도로,보전관리지역,8m미만,201801,12,19.83,90,지분,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201801,12,330,990,지분,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,711,"1,287", ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,66,119, ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,89,161, ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,225,407, ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,26,47, ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,393,712, ,
세종특별자치시 부강면 부강리,답,보전관리지역,-,201801,13,479,867, ,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,14,992,"3,870",지분,
세종특별자치시 장군면 봉안리,도로,계획관리지역,8m미만,201801,15,27.25,"1,000",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,660,"1,056",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,661,"1,089",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,661,"1,100",지분,
세종특별자치시 전의면 유천리,임야,보전관리지역,-,201801,15,330,"1,181",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201801,15,331,"1,190",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,330,"1,218",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,233,"1,246",지분,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,15,331,"1,250",지분,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,15,331,"1,290",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,825,"1,320",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,8m미만,201801,15,165,"1,421",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,266,"1,424",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,15,215,"1,489",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,991,"1,584",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,991,"1,634",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,32.98,"1,650",지분,
세종특별자치시 부강면 노호리,답,계획관리지역,-,201801,15,149,"1,650",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,331,"1,780",지분,
세종특별자치시 연기면 보통리,목장용지,계획관리지역,8m미만,201801,15,86,"1,806", ,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,661,"1,960",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,661,"1,980",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,6611,"10,890",지분,
세종특별자치시 연동면 명학리,답,농림지역,8m미만,201801,15,975.8,"12,000", ,
세종특별자치시 금남면 원봉리,전,계획관리지역,-,201801,15,785,"13,659", ,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201801,15,66,198,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,1322,"2,178",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,15,330,"2,290",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,661,"2,411",지분,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,15,661,"2,580",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,1652,"2,723",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,15,397,"2,748",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,1652,"2,750",지분,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201801,15,330,"2,890",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,165,264,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,99,297,지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,661,"3,560",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,84,"4,000",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,100,"4,688",지분,
세종특별자치시 전동면 송성리,임야,보전관리지역,-,201801,15,165,475,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,165,490,지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,117,"5,485",지분,
세종특별자치시 연동면 명학리,답,농림지역,8m미만,201801,15,3328.2,"50,300", ,
세종특별자치시 전동면 노장리,임야,농림지역,-,201801,15,132,500,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,330,528,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,330,545,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,330,550,지분,
세종특별자치시 부강면 노호리,답,계획관리지역,-,201801,15,46.5,550,지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,128.01,"6,000",지분,
세종특별자치시 전동면 송정리,임야,농림지역,-,201801,15,165,645,지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201801,15,14.06,650,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,231,693,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,4297,"7,079",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,2644,"7,841",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,495,792,지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201801,15,116,802,지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201801,15,495,825,지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201801,15,165,890,지분,
